Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0849959,54.32133881,58.38035832,65.52626777,63.4678635,67.90578337,72.4750288,58.7573003,61.54311589,60.66994752,55.94013063,50.74708579,44.69502946,29.75459795,28.12448545,29.004102,40.83628983,40.79075505
Angola,AGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,50882.40074,46903.63225,45209.84031,45390.19392,46363.13583,46252.68894,45902.64863,46145.58989,47335.07508,45765.1085,42712.33459,41710.87868,38010.56265,27985.5824,27455.79629,30537.00904,33520.15056,34758.01961,35190.87225,34792.9343,34687.53665,34954.34787,38400.07839,38190.53781,40876.39151,45336.51417,48743.24262,53530.77653,57303.64466,55640.52709,55893.31536,55628.55805,58080.43517,58655.82394,59231.79126,57673.57945,54211.63709,52248.76508,49810.85341,47813.42956
Angola,AGO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,30.49317313,30.45111141,30.8936755,27.55657979,23.30077092,25.73057936,30.80405331,42.82085316,28.19731769,26.42435317,26.66757737,26.14297048,27.5004592,34.20249083,27.21470927,24.13030586,17.86942057,17.71225524
Angola,AGO,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.50784884,42.95318073,41.61349197,31.95280962,29.046939,30.98098709,28.795986,42.21208637,35.79775298,33.98239891,35.4096254,37.55284197,44.46674601,52.74399652,56.02579887,57.18249798,56.36146563,49.93691319
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2167467,49.57989074,45.19958873,41.06469436,31.15729583,40.15428452,48.88967965,63.68884384,42.58051942,39.31255882,35.85996671,36.06484697,34.63789332,33.13391814,25.24567262,23.25272022,25.5417235,17.03878307
Benin,BEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,6.123913813,4.583489549,3.517823197,3.821360213,5.137338272,7.267563064,6.84654487,7.66582205,9.334642587,11.77321922,15.17657983,17.78579859,14.38440221,15.66197565,14.31675614,14.52824593,12.99124631,16.17890261,16.52508821,17.51637947,15.81651288,15.93050046,17.77103583,13.76428919,19.57937532,23.65261835,16.67592095,15.26752812,13.80373921,13.49542898,19.18130301,21.00248606,23.23914805,22.46438304,28.32701862,27.3689425,26.49881155,27.17613459,27.09293955,23.00953079,20.60530255,19.86857881,19.72661078,18.64429725,18.51354757,18.48363998,18.05792571,22.04285312,22.14072027,19.92796684,23.07204807,20.8496515,23.89673687,27.57056532,31.43084112,24.72045121,27.60678807,27.20559478,27.27423062,29.63052719
Benin,BEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,387783.4429,393410.7394,373303.3131,383850.1798,401643.4785,414635.7683,420858.8777,416708.8148,423686.0435,426578.4526,426030.1639,410321.0461,426781.7224,432360.8713,436283.683,404957.7195,398500.8452,407852.5844,402408.8914,417457.2004,433648.2452,463465.7449,460340.3464,427731.9207,448351.9925,468078.3615,464185.7677,443647.5288,445007.4306,419280.7783,443089.3221,447785.5995,447003.8657,452560.68,444755.2633,461774.6398,469300.921,481779.2377,485656.7446,496012.8908,509159.3727,520180.2515,528033.102,529812.4495,536598.1811,528493.223,532457.3962,547899.5963,557632.872,553708.5689,548790.2813,548476.7957,558055.8197,580805.9029,599744.6601,592641.7615,594782.1829,610665.3486,633486.0076,658712.138
Benin,BEN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,11.42497178,10.96284084,11.10921134,11.61682918,9.734165832,8.777499711,8.778295118,11.82516305,12.3746563,12.66318808,11.59238015,10.28564363,13.36363688,13.07596876,18.23111591,19.30209116,16.65218578,17.75093422,16.06401038,19.0221797,15.15656795,15.67675224,27.60441693,17.32151508,12.78031782,8.939973748,13.46444464,12.92694051,15.63323062,11.81714414,14.06035642,14.47804469,13.62110874,16.05813651,17.80221471,21.41976714,17.55116797,18.54485643,18.15515708,18.22709373,16.00840245,17.75272025,14.83372253,15.16379004,15.21860513,12.08604489,12.87346512,16.376868,13.74042066,14.86571873,15.60808921,16.46255728,15.27631274,18.86187235,19.25758563,20.73179209,20.2720396,23.96042223,26.38651302,25.62980058
Benin,BEN,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,84.41254072,84.11241293,85.33794068,86.55583171,88.75390651,90.01235057,92.34384333,91.06938972,88.37316375,88.0666903,87.95389984,89.71396803,88.90851214,87.24958078,88.33305873,90.3314275,92.79233589,92.54257333,93.64038946,92.45824527,97.70641317,103.1935442,84.22116967,86.06929782,84.94279406,88.68775884,87.21685462,87.20973182,89.45597251,88.40803978,75.72774649,78.68008513,80.88859509,79.140244,74.31125227,73.19484092,72.45690481,72.60153073,74.13707555,81.99970695,82.04852959,82.68389352,81.69516147,80.33502636,78.84781051,81.05153195,81.11864457,79.08273061,79.51990781,78.6923598,78.46679936,78.03161703,76.53865648,74.1549572,72.96880678,75.17216427,73.22049383,72.62600088,70.44971483,68.44841411
Benin,BEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.110286,9.534632137,9.959304461,11.62589881,12.24316515,14.90571057,16.19606297,19.77226627,19.07658678,21.42850573,24.46132362,27.83261413,26.80014939,25.95016696,29.49464837,33.41298203,31.0285114,34.7807829,34.54536444,37.02178868,37.32210672,43.95887164,40.08629954,31.5777227,30.93192817,36.64859962,32.61549675,30.95060709,32.08308882,24.80493838,26.53887913,30.34223077,33.50159776,32.9174161,36.07346064,36.43119751,30.01897989,31.53549502,32.50068575,31.38225836,26.74284895,28.38859183,24.04181176,22.97193331,21.38942677,20.61229121,21.716773,27.07093104,25.634639,24.77466222,28.35881188,26.36737731,26.83999991,31.62962651,33.83743382,32.03586197,31.38014027,34.27100218,34.52096387,34.05080512
