Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.604049108,5.994946995,4.691842759,7.890454203,5.563715605,6.225874438,6.652917384,7.495596226,6.484453463,6.398713317,5.601566676,6.007232881,7.197765839,7.612667721,6.902570798,5.824051799,9.175388296,9.615892413,8.608389938,6.510915467,5.061972681,6.92104948,9.090493079,9.151520687,7.589895312,11.73609802,8.161977544,7.873205813,9.531612973,13.05840891,10.35953659,7.675043348,6.598187472,6.909351534,7.529948726,9.68041026,10.42859676,10.5608501,10.41558196,9.827174515,10.98637523,11.57900808,28.382597,25.93094293,23.84761942,23.24587673,23.0266946,22.66275031,22.06090038,19.56098506,18.93382341,18.44920915,16.23785946,14.61717339,14.40547859,10.70565205,12.52709517,11.32028336,14.43668575,17.92487838
Argentina,ARG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8973.393779,9305.157928,9074.277237,8452.540138,9160.107542,9971.093609,9754.766474,9913.742146,10234.04036,11053.65246,11213.99511,11663.43222,11667.16556,11802.84345,12252.79761,12053.90944,11627.20667,12238.10773,11501.27723,12476.2005,12465.51592,11630.75531,11361.46148,11667.18001,11663.23406,10885.48452,11376.96969,11505.54572,11205.12156,10245.08138,9844.376546,10590.10137,11273.51487,12034.71556,12567.52992,12051.01248,12558.12513,13412.80867,13766.44283,13147.90739,12897.19765,12193.96001,10749.913,11579.63325,12497.84226,13465.0479,14399.77155,15542.04928,16009.64255,14903.32628,16239.8859,17032.59899,16685.41921,16917.93264,16323.56097,16594.68104,16092.77475,16401.17606,15840.98785,15414.06257
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.47923426,27.76644706,21.73093502,18.27287883,21.47391262,22.42767575,20.54254663,21.21503579,21.69049729,23.9906052,24.44009525,24.11303242,23.89154462,20.89381153,22.26033179,29.44104696,30.72943959,30.9416888,27.80015957,25.85676946,25.25778629,22.69108872,21.75494795,20.88775231,19.96409245,17.58906692,17.46176421,19.554866,18.6400389,15.51469828,13.99698158,14.6369774,16.70240577,19.68811042,19.96562325,18.50041051,19.62387245,20.82605155,20.97076915,17.86292788,17.53348744,15.62596533,10.85390524,14.1469621,17.55127036,18.88826414,18.68048724,20.0991132,19.57277588,16.05311236,17.70553381,18.39845892,16.50198653,17.3057789,17.26288101,17.07070488,17.66322786,18.21256717,16.61388502,14.2100304
Argentina,ARG,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,69.15612686,62.31108476,67.05396861,71.76125609,68.67166335,67.40754376,66.98989197,66.54715258,67.39941084,66.50822692,64.95167812,66.34147512,66.39687155,65.6636986,63.97287329,58.12455339,56.5967065,57.75347283,58.14078402,62.95402901,,,,,,,,75.43319776,73.71828348,73.5117362,77.13937288,80.44422596,81.85652656,69.20596257,69.92190499,68.56078874,68.52372765,69.32637095,69.05335622,70.14226507,69.3320118,68.91198431,61.89842386,63.19780641,64.33150085,63.02939215,63.27018804,62.53123291,63.07458348,62.97814769,64.23411476,64.22032128,64.90339911,65.98756553,65.38307973,65.90583734,65.72189147,66.73957332,69.47018229,66.12758631
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,7.604046979,5.994945316,9.383682891,7.890452033,5.563714075,4.150582972,4.989688034,4.997064147,5.403711423,6.398713317,4.735877405,6.607956034,6.837877358,5.70950079,6.28900906,5.978672496,5.921496328,7.326394155,5.715406434,6.329769174,6.48369978,7.371927999,6.520993021,5.83614942,4.756486117,6.27332705,6.324055248,7.57576407,6.211845636,6.579388793,4.631322407,6.078010811,8.132793114,9.313799914,10.60439714,10.09101283,11.07787165,12.77532874,12.93444601,11.55557045,11.63606955,10.27324737,13.37012736,14.7138051,16.84502668,17.30539424,17.40678527,18.28242031,18.341773,14.49614185,16.03718986,16.75694585,14.28868291,14.71675561,14.00131506,11.78057404,13.56679268,13.96931778,16.32585021,14.70573667
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,6.281813562,6.420216755,4.008478718,8.933145444,6.460996665,7.503164431,6.530203908,5.677192175,5.990874444,6.671565384,7.029425605,6.4572205,7.272113964,7.844873429,7.673127811,7.218006826,7.013163072,7.245261155,6.692986079,7.240780049,8.962394873,9.622840371,7.900484525,12.24375557,15.03541254,12.9485791,9.21727907,9.828482027,11.66735855,8.929609672,8.197236485,8.677636599,10.86831166,10.50327166,9.513076427,7.528875038,6.730209683,6.983649575,7.030500339,9.564898261,10.188048,12.37171067,14.23059027,15.18078371,16.54576151,15.24382927,14.3743163,13.3276751,13.53400051,10.85137113,10.86558478,11.58251268,11.87753907,11.74223065,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.12291919
Brazil,BRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5940.096368,6259.218507,6476.157435,6325.819792,6354.326761,6326.029274,6567.939055,6665.299416,7133.392146,7617.601703,8204.393582,8914.100201,9738.592761,10833.46674,11439.34709,11747.57132,12647.70727,12958.79751,13282.10751,13846.93943,14768.22922,13815.0958,13615.87229,12924.97964,13328.3287,14071.57928,14817.12026,15039.18024,14745.76335,14933.81059,14031.31983,13934.99434,13630.02679,14071.45947,14664.00022,15049.96497,15151.24653,15434.46035,15257.95126,15107.69091,15555.21402,15567.19161,15844.60568,15837.34364,16561.37848,16905.40938,17390.17551,18259.93995,19007.17619,18814.00177,20060.96181,20689.21066,20916.24018,21370.81927,21306.03073,20388.50835,19570.90323,19685.91535,19900.57226,20012.60668
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.52322694,18.83546651,20.31267384,19.03969658,18.82260417,19.42185024,19.03438503,16.64955365,18.88713354,22.52493339,20.54200071,21.26251488,21.20854719,22.04473464,24.31146402,25.69759213,23.04211984,22.04751885,23.03312674,23.13792772,23.11350626,23.58030275,21.89985654,17.88251277,17.46922541,20.29909322,19.96083966,23.17360166,24.34422669,26.90278704,20.1677066,19.76876887,18.93453994,20.84635521,22.14556295,17.29234635,17.26694638,17.76398561,18.16475192,17.38955974,18.90311927,18.7418603,17.44907948,16.8566884,17.91256834,17.20488345,17.81647388,19.81932598,21.61938285,18.79613503,21.80132156,21.82627112,21.41722537,21.69376696,20.54841076,17.41162587,14.96954697,14.6255876,15.09504163,15.5167908
Brazil,BRA,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,59.01858026,56.49824316,72.57026104,67.15389846,69.7929932,64.91139546,65.18379201,70.40515496,70.44590439,67.28236345,68.55352738,70.06058072,69.78531366,64.05545437,67.73728553,63.6632018,68.53949291,69.09290415,68.7390209,70.68756405,69.01292402,69.43765641,72.22371895,76.37055463,78.07760783,69.53992255,70.85077847,64.69015994,63.75117873,54.12973399,59.30250099,61.56819162,61.51919593,60.08239899,59.63732748,63.7064387,65.15739922,65.30962969,64.14230076,64.68011944,64.59270034,64.10770837,61.89843503,61.84465042,60.20657719,60.50425181,60.43767646,59.87494757,59.73079267,61.9564599,60.22282917,60.27385176,61.41186683,61.71525008,62.95957071,63.96479728,64.25147959,64.49430634,64.61607497,65.1440474
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,6.333657966,6.473180024,5.376371425,9.00683898,5.744808695,5.388870674,5.7330902,5.677192175,6.599751918,6.604359308,7.449747761,8.193696479,8.859838658,9.011315707,13.29465026,11.01632354,9.402384911,7.90998825,7.884901519,9.326102558,11.19301262,10.01008362,8.590685846,9.656596957,8.79466213,7.501187488,6.643375075,6.433915312,6.099886162,5.461267975,6.958362597,7.914441164,8.385063127,9.096048892,9.161683369,9.455584961,8.905381793,9.592559686,9.408084592,11.41726822,12.45171335,14.56457435,13.38776713,12.95960101,13.13249097,11.84296594,11.66738359,11.96493627,13.7235689,11.25460447,11.90659334,12.3518925,13.23673454,14.04372668,13.67346299,14.05343452,12.06700303,11.8007665,14.24120388,14.76733868
Mexico,MEX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,8.505521472,8.412485876,8.569105263,8.320141509,7.633067729,7.634249084,7.471019737,6.867740964,7.037929155,7.546477833,7.754617117,7.640408163,8.060176991,8.412011577,8.408666667,6.894454545,8.489832239,10.3190914,10.47097133,11.18916232,10.1426201,9.861568427,14.42686588,18.11503475,16.5671429,14.56631489,16.68217993,18.536567,20.09605615,19.1321993,18.70447105,16.43339003,15.25674444,11.59598469,12.75459571,22.86592692,24.72313195,23.25557215,23.2217494,23.41685925,24.23117347,21.54121021,21.85176192,23.6555935,25.10335601,25.48707383,26.55474817,26.78106133,27.02006123,26.51326972,29.01746012,30.44296622,31.5394504,30.75580058,31.4629922,34.16277269,36.81567725,37.51408862,39.04393045,38.52965079
Mexico,MEX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,78139.83899,79523.06398,80596.67824,84339.59081,91334.96186,94642.28474,97139.0149,99481.6973,105342.3453,105480.7967,108842.7791,109495.4533,114957.6815,120348.0913,123629.6002,127047.1895,129021.4427,129835.8232,137771.3552,147288.5042,156255.2311,167277.2025,163535.874,152640.7049,154702.8054,154443.4405,145386.0356,145440.4151,144332.7221,146709.0444,151478.6272,154497.1441,157008.6845,158545.3973,162535.2179,150230.4995,156827.5307,165312.7395,172683.2522,174626.1403,180600.808,177139.9609,174198.3206,173816.0422,177572.3151,178895.9627,184970.8702,186174.6398,185206.7366,171028.8428,176964.9852,180487.0543,184380.7346,183555.0578,185887.8851,188880.1413,190374.0986,192132.0613,194075.22,191485.0499
Mexico,MEX,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.36883436,17.56372881,16.45494737,18.37339623,18.86466135,20.26084249,19.45644737,20.1564759,19.3893188,19.66480296,22.73918919,20.2417551,20.31323894,21.38209841,23.17228889,23.69229091,22.2885558,22.8457112,23.60549422,25.94664928,25.72981767,25.94430226,21.55988646,19.78151126,18.93074176,20.00977669,17.83419879,18.31057874,22.75126853,23.10624119,23.27060354,23.42627673,23.32059903,22.62403067,24.33725794,19.31154336,19.73762696,21.14601713,22.80395162,22.24343775,22.26492461,20.27382156,20.40842563,20.88084586,22.04617823,21.52214597,22.56410295,23.07191469,24.12131588,23.25925081,23.33148941,24.25175813,24.37773906,22.6807316,22.29327598,23.73612974,24.34339234,23.89235071,23.47749307,22.14854264
Mexico,MEX,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,77.21349693,76.87514124,77.15157895,74.70985849,74.74856574,73.13626374,73.22039474,73.25753012,74.1027248,72.98325123,71.96436937,73.22071429,71.78166372,70.47599132,69.81601111,68.72031818,68.0787965,66.31078962,66.06047069,64.40283898,61.64981596,61.00112436,57.97279311,58.02110693,60.12443967,60.96453571,65.85321593,62.58835694,68.20600087,69.34357394,69.96679256,70.79627285,71.90090315,71.07404491,70.23962563,68.7999871,68.84783163,68.88164007,68.06949247,67.75292454,69.00919052,69.25700441,69.65921484,70.64951356,69.91887676,71.22674359,69.27428098,69.32296444,70.27469907,69.11922676,70.54294557,69.90249656,69.16299814,70.74787945,70.80840719,69.14925414,68.93057537,68.23570051,67.39101096,67.12207727
Mexico,MEX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.66368098,10.61525424,10.10873684,9.953584906,9.853426295,9.522673993,9.013848684,9.009457831,9.353651226,9.270985222,9.65768018,8.719285714,8.829911504,9.464804631,10.57244444,9.620090909,9.867242888,10.22219578,11.03976893,12.45095502,12.29199955,12.25570652,9.707147739,8.981067286,9.105274449,9.764977499,12.92404266,12.72575384,18.6942808,19.19745077,19.81522536,19.35314512,20.29675146,14.56713888,16.40387642,20.79990481,23.04469158,23.23630342,24.81013474,24.59539033,25.67923572,23.19889881,23.35806734,25.04482337,26.93726403,27.07557082,27.92736792,28.47746307,29.34522064,28.07847241,30.25592442,31.71942104,32.7184815,31.93587419,32.63541683,36.25020199,38.87462616,39.43803742,41.16873122,38.93232147
Colombia,COL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,15.69457914,12.9913517,12.22350581,11.98285511,11.95749707,12.13463828,9.981578768,11.21248698,11.77318696,12.53938135,13.27051699,11.96643701,13.25482296,14.92432966,14.54011365,15.81726354,17.04623593,16.86565768,16.62596607,15.2164715,16.21798079,11.85123057,10.91283459,10.4595177,11.88479234,13.80777598,18.83724644,16.9496696,16.28616763,18.00256341,18.86266903,19.0945389,16.5185547,15.18449529,14.99836183,14.53374289,15.1994617,14.84154374,15.00735084,18.34657875,15.91513972,15.38713577,14.81556968,16.57529971,16.77075142,16.97104374,17.72858775,16.43314213,18.10959514,16.42449569,16.34084476,19.27650507,18.81120528,18.08643972,16.63474911,15.65021151,14.71713928,15.14528975,15.89971968,15.86803865
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5377262.112,5479239.989,5600459.955,5610528.563,5779699.831,5812563.39,5942418.887,6016685.382,6202387.867,6410579.303,6638470.379,6866784.811,7223828.873,7534815.044,7790447.288,7796889.572,7989584.587,8139424.639,8631783.612,8894576.938,9049282.476,9044403.44,8921429.817,8851447.106,8938988.523,9019672.318,9349913.218,9651517.336,9840171.151,9969325.672,10183484.32,10180721.38,10384756.59,10727656.94,11129773.16,11487318.62,11511894.73,11695600.29,11553396.37,10876958.79,11013214.69,11023354.85,11126931.24,11389841.64,11822332,12220875.91,12870017.54,13564286.5,13842081.8,13837693.16,14296322.65,15126686.67,15561684.24,16206139.32,16784748.19,17132063.61,17317286.79,17299757.97,17420037.12,17656974.13
Colombia,COL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.25478807,20.49257191,18.12659185,17.65442074,17.5140548,14.72523476,19.05847036,16.99801193,19.09023501,17.87734498,20.23228489,19.41547028,18.12682608,18.26986346,21.45577944,16.9925057,17.56270314,18.75203379,18.28426355,18.15098539,19.06853774,20.62399478,20.4871425,19.8932137,18.96497004,19.0409037,18.00116265,19.99748878,21.98974065,19.97575416,20.60673055,19.10546385,20.55450146,24.94213311,25.53844675,25.79874333,22.15093866,20.92375062,19.72807918,12.88013417,14.89562703,16.03225135,17.25154184,18.68181902,19.44099661,21.65624131,22.9389629,23.45428069,23.72092145,21.98758309,21.88876227,22.99559144,22.10464406,22.18254485,24.00331366,23.77369229,23.16741956,21.59937684,21.19547556,21.38060955
Colombia,COL,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,73.03077464,74.08449887,74.83901524,75.20602566,76.71621959,74.53709827,76.60639967,73.54563098,73.48561307,73.78723328,71.79968065,73.66857832,71.8475429,70.00658003,70.88472133,72.27183862,71.07933943,69.86965612,70.33184641,70.76404527,70.2181581,72.50935937,72.86851629,71.93308617,70.57771852,68.97836699,65.34622499,66.12802808,65.50200369,65.28620419,63.99327629,64.47610441,66.88715079,66.81477744,65.90891261,65.68262462,65.49971126,65.06891634,65.8592064,64.41539457,69.46832845,70.52835719,70.05906499,69.07341791,67.19932935,67.86819664,67.36459786,67.04830271,66.08359179,66.51540949,65.93390435,64.57256031,65.63261901,65.53390105,65.97090325,68.47501901,69.05967015,68.51231598,68.11835702,68.66861371
Colombia,COL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.75743288,13.82979718,12.22731175,12.35039437,12.65162081,9.709363841,14.34672853,10.34152229,12.81127062,13.00927252,14.55471198,16.01683281,12.79810563,12.66408949,15.63042831,14.01157222,13.89501569,13.19876709,13.79854797,13.44513075,15.59700595,15.41815427,15.19093837,13.24030323,12.46395774,12.5253253,11.99338947,12.91588059,13.85663438,13.81905844,15.91514135,14.43537919,17.09303665,20.99297616,20.91917562,20.96348743,20.84464548,20.75552435,20.90157222,17.80270056,16.75194575,18.51397603,18.16706954,19.94088381,19.09267551,20.45165376,21.91276821,20.66575497,21.05805428,18.73163282,17.92375841,20.19391848,20.02394574,19.90020908,20.85271653,22.71055261,21.48551371,20.13762519,20.63503312,21.69049533
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.74271859,11.12951893,11.08606453,12.05803001,12.0441503,13.11580837,14.15400488,13.87549794,13.52093434,15.89564246,14.17460333,10.71613323,9.382471252,12.98475218,19.09155869,23.52453984,23.52108117,19.30299696,19.35774624,21.68694632,21.26844844,15.24666335,18.44225615,23.11907085,22.45528727,25.9350262,26.89223869,27.89912737,32.30935359,33.51526295,32.21194492,30.98487948,28.59507048,25.5450555,27.25301798,28.4806033,25.9504475,25.87800427,25.14358142,28.30911389,30.12375388,31.84731127,32.25722035,35.06097453,39.68574951,40.17557201,43.8656742,45.1298519,41.16256079,37.1156348,37.90399432,37.68978027,33.8455905,32.08746359,33.00390297,29.19107949,27.92315811,28.33137683,28.52904474,27.87466776
